face_name_align,gender,gender_scores_fair
000747.jpg,man,[0.999 0.001]
000748.jpg,woman,[0.005 0.995]
000749.jpg,woman,[0.191 0.809]
000750.jpg,woman,[0.023 0.977]
000751.jpg,woman,[0.001 0.999]
000752.jpg,woman,[0.013 0.987]
000753.jpg,man,[0.998 0.002]
000754.jpg,woman,[0.001 0.999]
000755.jpg,man,[0.697 0.303]
000756.jpg,man,[0.999 0.001]
000757.jpg,woman,[0.115 0.885]
000758.jpg,woman,[0. 1.]
000759.jpg,woman,[0. 1.]
000760.jpg,woman,[0.001 0.999]
000761.jpg,woman,[0.001 0.999]
000762.jpg,woman,[0.027 0.973]
000763.jpg,woman,[0. 1.]
000764.jpg,woman,[0. 1.]
000765.jpg,woman,[0. 1.]
000766.jpg,woman,[0.067 0.933]
000767.jpg,woman,[0. 1.]
000768.jpg,man,[0.917 0.083]
000769.jpg,woman,[0. 1.]
000770.jpg,man,[0.949 0.051]
000771.jpg,woman,[0.047 0.953]
000772.jpg,woman,[0.001 0.999]
000773.jpg,man,[1. 0.]
000774.jpg,woman,[0. 1.]
000775.jpg,man,[0.942 0.058]
000776.jpg,woman,[0.001 0.999]
000777.jpg,woman,[0.478 0.522]
000778.jpg,man,[0.999 0.001]
000779.jpg,man,[1. 0.]
000780.jpg,man,[0.999 0.001]
000781.jpg,woman,[0. 1.]
000782.jpg,man,[0.634 0.366]
000783.jpg,woman,[0. 1.]
000784.jpg,man,[0.999 0.001]
000785.jpg,woman,[0. 1.]
000786.jpg,woman,[0. 1.]
000787.jpg,woman,[0.111 0.889]
000788.jpg,man,[0.996 0.004]
000789.jpg,man,[1. 0.]
000790.jpg,man,[1. 0.]
000791.jpg,man,[1. 0.]
000792.jpg,woman,[0. 1.]
000793.jpg,woman,[0.001 0.999]
000794.jpg,woman,[0. 1.]
000795.jpg,woman,[0. 1.]
000796.jpg,woman,[0. 1.]
000797.jpg,woman,[0.417 0.583]
000798.jpg,man,[0.601 0.399]
000799.jpg,woman,[0. 1.]
000800.jpg,woman,[0.002 0.998]
000801.jpg,man,[0.999 0.001]
000802.jpg,woman,[0. 1.]
000803.jpg,man,[1. 0.]
000804.jpg,woman,[0. 1.]
000805.jpg,woman,[0.115 0.885]
000806.jpg,woman,[0.056 0.944]
000807.jpg,man,[0.868 0.132]
000808.jpg,man,[1. 0.]
000809.jpg,woman,[0. 1.]
000810.jpg,woman,[0.001 0.999]
000811.jpg,woman,[0.002 0.998]
000812.jpg,woman,[0.001 0.999]
000813.jpg,man,[1. 0.]
000814.jpg,woman,[0.001 0.999]
000815.jpg,man,[0.896 0.104]
000816.jpg,man,[1. 0.]
000817.jpg,woman,[0.102 0.898]
000818.jpg,man,[1. 0.]
000819.jpg,woman,[0.001 0.999]
000820.jpg,man,[0.731 0.269]
000821.jpg,woman,[0. 1.]
000822.jpg,woman,[0.003 0.997]
000823.jpg,woman,[0.032 0.968]
000824.jpg,woman,[0.007 0.993]
000825.jpg,man,[1. 0.]
000826.jpg,man,[1. 0.]
000827.jpg,woman,[0.086 0.914]
000828.jpg,woman,[0. 1.]
000829.jpg,man,[0.943 0.057]
000830.jpg,woman,[0.02 0.98]
000831.jpg,woman,[0. 1.]
000832.jpg,woman,[0. 1.]
000833.jpg,man,[0.999 0.001]
000834.jpg,woman,[0. 1.]
000835.jpg,woman,[0. 1.]
000836.jpg,man,[1. 0.]
000837.jpg,woman,[0.199 0.801]
000838.jpg,man,[0.999 0.001]
000839.jpg,woman,[0.01 0.99]
000840.jpg,woman,[0. 1.]
000841.jpg,man,[0.647 0.353]
000842.jpg,man,[0.998 0.002]
000843.jpg,man,[0.973 0.027]
000844.jpg,man,[1. 0.]
000845.jpg,man,[0.999 0.001]
000846.jpg,man,[0.996 0.004]
000847.jpg,woman,[0. 1.]
000848.jpg,man,[0.994 0.006]
000849.jpg,woman,[0. 1.]
000850.jpg,man,[0.973 0.027]
000851.jpg,man,[1. 0.]
000852.jpg,woman,[0.011 0.989]
000853.jpg,man,[1. 0.]
000854.jpg,woman,[0.005 0.995]
000855.jpg,man,[0.995 0.005]
000856.jpg,woman,[0. 1.]
000857.jpg,woman,[0.01 0.99]
000858.jpg,man,[0.961 0.039]
000859.jpg,man,[1. 0.]
000860.jpg,man,[0.992 0.008]
000861.jpg,man,[0.861 0.139]
000862.jpg,woman,[0.003 0.997]
000863.jpg,woman,[0.001 0.999]
000864.jpg,woman,[0.002 0.998]
000865.jpg,woman,[0. 1.]
000866.jpg,woman,[0.01 0.99]
000867.jpg,woman,[0.005 0.995]
000868.jpg,woman,[0.002 0.998]
000869.jpg,woman,[0.036 0.964]
000870.jpg,woman,[0. 1.]
000871.jpg,woman,[0. 1.]
000872.jpg,woman,[0.001 0.999]
000873.jpg,man,[0.913 0.087]
000874.jpg,woman,[0. 1.]
000875.jpg,man,[1. 0.]
000876.jpg,woman,[0. 1.]
000877.jpg,woman,[0. 1.]
000878.jpg,woman,[0.001 0.999]
000879.jpg,man,[1. 0.]
000880.jpg,woman,[0.001 0.999]
000881.jpg,man,[0.973 0.027]
000882.jpg,woman,[0.006 0.994]
000883.jpg,woman,[0. 1.]
000884.jpg,woman,[0. 1.]
000885.jpg,man,[0.976 0.024]
000886.jpg,man,[0.999 0.001]
000887.jpg,woman,[0.136 0.864]
000888.jpg,man,[0.998 0.002]
000889.jpg,man,[0.993 0.007]
000890.jpg,woman,[0. 1.]
000891.jpg,woman,[0.073 0.927]
000892.jpg,man,[0.988 0.012]
000893.jpg,woman,[0. 1.]
000894.jpg,woman,[0. 1.]
000895.jpg,woman,[0. 1.]
000896.jpg,woman,[0. 1.]
000897.jpg,woman,[0.006 0.994]
000898.jpg,man,[0.963 0.037]
000899.jpg,woman,[0.026 0.974]
000900.jpg,woman,[0. 1.]
000901.jpg,woman,[0.366 0.634]
000902.jpg,man,[1. 0.]
000903.jpg,man,[0.996 0.004]
000904.jpg,man,[0.98 0.02]
000905.jpg,man,[0.999 0.001]
000906.jpg,man,[0.999 0.001]
000907.jpg,man,[0.998 0.002]
000908.jpg,man,[1. 0.]
000909.jpg,woman,[0.001 0.999]
000910.jpg,woman,[0. 1.]
000911.jpg,man,[0.998 0.002]
000912.jpg,woman,[0.002 0.998]
000913.jpg,man,[0.999 0.001]
000914.jpg,woman,[0.001 0.999]
000915.jpg,man,[1. 0.]
000916.jpg,woman,[0. 1.]
000917.jpg,woman,[0.003 0.997]
000918.jpg,woman,[0. 1.]
000919.jpg,woman,[0.001 0.999]
000920.jpg,woman,[0.001 0.999]
000921.jpg,woman,[0.001 0.999]
000922.jpg,woman,[0. 1.]
000923.jpg,man,[1. 0.]
000924.jpg,woman,[0. 1.]
000925.jpg,woman,[0.001 0.999]
000926.jpg,man,[0.998 0.002]
000927.jpg,woman,[0. 1.]
000928.jpg,woman,[0.17 0.83]
000929.jpg,woman,[0.001 0.999]
000930.jpg,man,[0.945 0.055]
000931.jpg,man,[1. 0.]
000932.jpg,woman,[0. 1.]
000933.jpg,woman,[0.362 0.638]
000934.jpg,woman,[0.069 0.931]
000935.jpg,man,[0.996 0.004]
000936.jpg,woman,[0.262 0.738]
000937.jpg,woman,[0.128 0.872]
000938.jpg,man,[0.997 0.003]
000939.jpg,woman,[0.002 0.998]
000940.jpg,woman,[0. 1.]
000941.jpg,woman,[0.002 0.998]
000942.jpg,woman,[0.001 0.999]
000943.jpg,woman,[0. 1.]
000944.jpg,man,[0.999 0.001]
000945.jpg,woman,[0. 1.]
000946.jpg,man,[0.997 0.003]
000947.jpg,woman,[0.272 0.728]
000948.jpg,woman,[0.003 0.997]
000949.jpg,woman,[0.009 0.991]
000950.jpg,woman,[0. 1.]
000951.jpg,man,[1. 0.]
000952.jpg,woman,[0. 1.]
000953.jpg,man,[0.913 0.087]
000954.jpg,man,[0.916 0.084]
000955.jpg,woman,[0.034 0.966]
000956.jpg,woman,[0. 1.]
000957.jpg,man,[0.999 0.001]
000958.jpg,man,[0.815 0.185]
000959.jpg,man,[1. 0.]
000960.jpg,woman,[0.072 0.928]
000961.jpg,woman,[0. 1.]
000962.jpg,man,[0.922 0.078]
000963.jpg,woman,[0. 1.]
000964.jpg,man,[1. 0.]
000965.jpg,woman,[0.001 0.999]
000966.jpg,man,[0.999 0.001]
000967.jpg,woman,[0. 1.]
000968.jpg,woman,[0.001 0.999]
000969.jpg,man,[0.963 0.037]
000970.jpg,woman,[0.003 0.997]
000971.jpg,man,[0.997 0.003]
000972.jpg,woman,[0.141 0.859]
000973.jpg,man,[0.993 0.007]
000974.jpg,woman,[0.009 0.991]
000975.jpg,man,[1. 0.]
000976.jpg,woman,[0. 1.]
000977.jpg,man,[1. 0.]
000978.jpg,man,[1. 0.]
000979.jpg,man,[0.999 0.001]
000980.jpg,woman,[0. 1.]
000981.jpg,woman,[0.003 0.997]
000982.jpg,woman,[0. 1.]
000983.jpg,man,[0.999 0.001]
000984.jpg,woman,[0.015 0.985]
000985.jpg,woman,[0.275 0.725]
000986.jpg,woman,[0. 1.]
000987.jpg,man,[0.999 0.001]
000988.jpg,woman,[0.003 0.997]
000989.jpg,woman,[0.001 0.999]
000990.jpg,man,[1. 0.]
000991.jpg,woman,[0. 1.]
000992.jpg,man,[0.998 0.002]
000993.jpg,man,[0.995 0.005]
000994.jpg,man,[0.688 0.312]
000995.jpg,woman,[0.02 0.98]
000996.jpg,woman,[0.005 0.995]
000997.jpg,woman,[0.003 0.997]
000998.jpg,woman,[0. 1.]
000999.jpg,man,[0.972 0.028]
001000.jpg,woman,[0.008 0.992]
